Country,Crop,Soil Type,Temperature,Season,Category
Armenia,Garlic,"Loamy, well-drained",10 to 25,Summer,Bulb Vegetable
Armenia,Lettuce,"Loamy, well-drained",15 to 20,Spring/Autumn,Leafy Vegetable
Armenia,Spinach,"Loamy, well-drained",10 to 20,Spring/Autumn,Leafy Vegetable
Armenia,Radish,"Loamy, well-drained",10 to 20,Spring/Autumn,Root Vegetable
Armenia,Beetroot,"Loamy, well-drained",15 to 25,Summer/Autumn,Root Vegetable
Armenia,Zucchini,"Loamy, well-drained",20 to 30,Summer,Fruit Vegetable
Armenia,Pumpkin,"Loamy, well-drained",20 to 30,Summer/Autumn,Fruit Vegetable
Armenia,Asparagus,"Sandy loam, well-drained",15 to 25,Spring/Summer,Stem Vegetable
Armenia,Leeks,"Loamy, well-drained",15 to 25,Summer/Autumn,Stem Vegetable
Armenia,Arugula,"Loamy, well-drained",10 to 20,Spring/Autumn,Leafy Vegetable
Armenia,Green Beans,"Loamy, well-drained",20 to 30,Summer,Pod Vegetable
Armenia,Cauliflower,"Loamy, well-drained",15 to 25,Summer/Autumn,Flower Vegetable
Armenia,Broccoli,"Loamy, well-drained",15 to 25,Summer/Autumn,Flower Vegetable
Armenia,Kale,"Loamy, well-drained",10 to 20,Spring/Autumn,Leafy Vegetable
Armenia,Swiss Chard,"Loamy, well-drained",15 to 25,Summer/Autumn,Leafy Vegetable
Armenia,Apricot,"Loamy, well-drained",15 to 30,Summer,Stone Fruit
Armenia,Peach,"Loamy, well-drained",18 to 30,Summer,Stone Fruit
Armenia,Grape,"Well-drained, varied, often stony",20 to 35,Late Summer/Autumn,Berry Fruit
Armenia,Apple,"Loamy, well-drained",15 to 25,Summer/Autumn,Pome Fruit
Armenia,Pear,"Loamy, well-drained",15 to 25,Summer/Autumn,Pome Fruit
Armenia,Plum,"Loamy, well-drained",15 to 28,Summer,Stone Fruit
Armenia,Cherry,"Loamy, well-drained",10 to 25,Late Spring/Summer,Stone Fruit
Armenia,Fig,"Well-drained, tolerates poor soils",20 to 35,Summer/Autumn,Multiple Fruit
Armenia,Pomegranate,"Loamy, well-drained, tolerates drought",20 to 35,Autumn,Berry Fruit
Armenia,Quince,"Loamy, well-drained",15 to 25,Autumn,Pome Fruit
Armenia,Persimmon,"Loamy, well-drained",15 to 28,Autumn/Winter,Berry Fruit
Armenia,Watermelon,"Sandy loam, well-drained",25 to 35,Summer,Melon
Armenia,Melon,"Sandy loam, well-drained",25 to 35,Summer,Melon
Armenia,Raspberry,"Loamy, well-drained",15 to 25,Summer,Berry
Armenia,Blackberry,"Loamy, well-drained",15 to 28,Summer,Berry
Armenia,Strawberry,"Loamy, well-drained",15 to 25,Late Spring/Summer,Berry
Armenia,Currant,"Loamy, well-drained",10 to 20,Summer,Berry
Armenia,Gooseberry,"Loamy, well-drained",10 to 20,Summer,Berry
Armenia,Walnut,"Deep, well-drained loamy",10 to 25,Autumn,Nut
Armenia,Almond,"Well-drained, stony",15 to 30,Autumn,Nut
Armenia,Hazelnut,"Well-drained, sandy loam",10 to 25,Autumn,Nut
Armenia,Pistachio,"Well-drained, tolerates poor soils",20 to 35,Autumn,Nut
Armenia,Sunflower,"Loamy, well-drained",20 to 30,Summer/Autumn,Oilseed
Armenia,Linseed (Flax),"Loamy, well-drained",15 to 25,Summer,Oilseed
Armenia,Mustard,"Loamy, well-drained",15 to 25,Summer,Oilseed
Armenia,Alfalfa,"Deep, well-drained, rich in calcium",15 to 30,Multiple harvests,Fodder
Armenia,Sainfoin,"Calcareous, well-drained",15 to 25,Multiple harvests,Fodder
Armenia,Fodder Beet,"Deep, loamy",15 to 25,Autumn,Fodder
Armenia,Basil,"Well-drained, fertile",20 to 30,Summer,Herb
Armenia,Sorrel,"Various, tolerates acidic",10 to 25,Spring/Summer,Herb
Armenia,Fenugreek,"Loamy, well-drained",18 to 28,Summer,Spice
Armenia,Oregano,"Well-drained, stony",15 to 25,Summer,Herb
Armenia,Thyme,"Well-drained, stony",15 to 25,Summer,Herb
Australia,Soybean,"Loamy, well-drained",20 to 30,Summer (Planting Spring),Legume
Australia,Wheat,"Clay loam, well-drained",15 to 25,"Summer (Winter Wheat: Plant Autumn, Harvest Summer)",Cereal
Australia,Maize (Corn),"Loamy, well-drained",20 to 30,Summer (Planting Spring),Cereal
Australia,Barley,"Clay loam, well-drained",10 to 25,Summer (Planting Spring/Autumn),Cereal
Australia,Sorghum,"Loamy, well-drained",20 to 30,"Summer (Planting Spring, Tropical Wet)",Cereal
Australia,Sunflower,"Loamy, well-drained",20 to 30,Summer (Planting Spring),Oilseed
Australia,Peanut,Sandy loam,20 to 30,Summer (Planting Spring),Legume
Australia,Rice,"Clayey, irrigated",22 to 32,"Summer (Planting Spring, in irrigated areas)",Cereal
Australia,Cotton,"Clay loam, well-drained",25 to 35,Summer/Autumn (Irrigated areas),Cash Crop
Australia,Oats,"Loamy, well-drained",10 to 20,Spring/Summer (Planting Autumn/Spring),Cereal
Australia,Tomato,"Loamy, well-drained",20 to 30,Summer (Warmer regions); Year-round (Greenhouse),Vegetable
Australia,Potato,"Loamy, well-drained",15 to 25,Summer/Autumn,Tuber Vegetable
Australia,Onion,Sandy loam,15 to 25,Summer,Bulb Vegetable
Australia,Garlic,"Loamy, well-drained",10 to 20,Summer,Bulb Vegetable
Australia,Pumpkin,"Loamy, well-drained",20 to 30,Summer/Autumn,Vegetable
Australia,Carrot,Sandy loam,15 to 25,Spring/Summer/Autumn,Root Vegetable
Australia,Lettuce,"Loamy, well-drained",10 to 20,Spring/Autumn (Cooler seasons in most areas),Leafy Green
Australia,Spinach,"Loamy, well-drained",10 to 20,Spring/Autumn,Leafy Green
Australia,Cabbage,"Loamy, well-drained",15 to 25,Spring/Autumn,Vegetable
Australia,Broccoli,"Loamy, well-drained",15 to 25,Spring/Autumn,Vegetable
Australia,Apple,"Loamy, well-drained",15 to 25,Autumn,Fruit
Australia,Pear,"Loamy, well-drained",15 to 25,Autumn,Fruit
Australia,Grape,"Well-drained, varied",20 to 30,Summer/Autumn,Fruit
Australia,Peach,"Loamy, well-drained",20 to 30,Summer,Fruit
Australia,Plum,"Loamy, well-drained",15 to 28,Summer,Fruit
Australia,Cherry,"Loamy, well-drained",10 to 25,Summer,Fruit
Australia,Strawberry,"Loamy, well-drained",15 to 25,Spring/Summer (Various regions/flushes),Berry
Australia,Blueberry,"Acidic, well-drained",10 to 25,Summer,Berry
Australia,Raspberry,"Loamy, well-drained",15 to 25,Summer,Berry
Australia,Mandarin,"Loamy, well-drained",20 to 30,Autumn/Winter (Citrus growing regions),Fruit
Australia,Orange,"Loamy, well-drained",20 to 30,Autumn/Winter (Citrus growing regions),Fruit
Australia,Lemon,"Loamy, well-drained",20 to 30,Year-round (main harvest in cooler months),Fruit
Australia,Grapefruit,"Loamy, well-drained",20 to 30,Autumn/Winter (Citrus growing regions),Fruit
Australia,Avocado,"Loamy, well-drained",20 to 30,Year-round (depending on region/variety),Fruit
Australia,Olive,"Loamy, well-drained",20 to 30,Autumn,Fruit
Australia,Banana,"Loamy, rich",25 to 35,"Year-round (Tropical North, Wet Season peak)",Fruit
Australia,Tobacco,"Clay loam, well-drained",20 to 30,Summer (Limited cultivation),Cash Crop
Australia,Sugarcane,"Clay loam, well-drained",25 to 35,"Year-round (Harvest specific, Tropical North)",Cash Crop
Australia,Chili Pepper,Sandy loam,20 to 30,Summer (Warmer regions); Year-round (Greenhouse),Vegetable
Australia,Sweet Potato,Sandy loam,20 to 30,Summer/Autumn,Root
Australia,Cassava,Sandy loam,22 to 32,Year-round (Tropical North),Root
Australia,Yam,"Loamy, well-drained",22 to 32,Wet Season (Tropical North),Root
Australia,Radish,"Loamy, well-drained",10 to 20,Spring/Autumn,Root Vegetable
Australia,Turnip,"Loamy, well-drained",10 to 20,Spring/Autumn,Root Vegetable
Australia,Zucchini,"Loamy, well-drained",20 to 30,Summer,Vegetable
Australia,Beetroot,"Loamy, well-drained",15 to 25,Spring/Autumn,Root Vegetable
Australia,Cucumber,"Loamy, well-drained",20 to 30,Summer,Vegetable
Australia,Eggplant,"Loamy, well-drained",22 to 32,Summer,Vegetable
Australia,Peas,"Loamy, well-drained",10 to 20,Spring,Pulse
Australia,Beans,"Loamy, well-drained",20 to 30,Summer,Pulse
Australia,Celery,"Loamy, rich",15 to 25,Spring/Autumn,Vegetable
Australia,Parsley,"Loamy, well-drained",10 to 25,Spring/Summer/Autumn,Herb
Australia,Basil,"Loamy, well-drained",20 to 30,Summer,Herb
Australia,Thyme,"Loamy, well-drained",15 to 25,Spring/Summer,Herb
Australia,Rosemary,"Loamy, well-drained",15 to 25,Year-round,Herb
Australia,Mint,"Loamy, well-drained",15 to 25,Spring/Summer,Herb
Australia,Dill,"Loamy, well-drained",10 to 20,Spring/Summer,Herb
Australia,Turmeric,"Loamy, well-drained",25 to 35,Wet Season (Tropical North),Spice
Australia,Ginger,"Loamy, well-drained",25 to 35,Wet Season (Tropical North),Spice
Austria,Wheat,"Loamy, well-drained",10 to 25,"Summer (Winter Wheat: Plant Autumn, Harvest Summer)",Cereal
Austria,Maize (Corn),"Loamy, well-drained",18 to 28,Summer (Planting Spring),Cereal
Austria,Barley,"Loamy, well-drained",10 to 25,Summer (Planting Spring/Autumn),Cereal
Austria,Oats,"Loamy, well-drained",10 to 20,Summer (Planting Spring),Cereal
Austria,Rye,"Loamy, well-drained",10 to 20,"Summer (Winter Rye: Plant Autumn, Harvest Summer)",Cereal
Austria,Potato,"Loamy, well-drained",15 to 25,Summer/Autumn,Tuber Vegetable
Austria,Sugar Beet,"Loamy, deep",15 to 25,Autumn (Cash Crop),Root Crop
Austria,Sunflower,"Loamy, well-drained",20 to 30,Summer (Planting Spring),Oilseed
Austria,Rapeseed,"Loamy, well-drained",10 to 25,"Summer (Winter Rapeseed: Plant Autumn, Harvest Summer)",Oilseed
Austria,Soybean,"Loamy, well-drained",20 to 28,Summer (Planting Spring),Legume
Austria,Peas,"Loamy, well-drained",10 to 20,Spring/Summer,Pulse/Vegetable
Austria,Beans,"Loamy, well-drained",18 to 28,Summer,Pulse/Vegetable
Austria,Tomato,"Loamy, well-drained",20 to 30,Summer (Open field); Year-round (Greenhouse),Vegetable
Austria,Cucumber,"Loamy, well-drained",20 to 30,Summer (Open field); Year-round (Greenhouse),Vegetable
Austria,Sweet Pepper,"Loamy, well-drained",20 to 30,Summer (Open field); Year-round (Greenhouse),Vegetable
Austria,Lettuce,"Loamy, well-drained",10 to 20,Spring/Autumn,Leafy Green
Austria,Carrot,"Sandy loam, deep",15 to 25,Spring/Summer/Autumn,Root Vegetable
Austria,Pumpkin,"Loamy, well-drained",20 to 30,Summer/Autumn,Vegetable
Austria,Watermelon,Sandy loam,25 to 30,"Summer (Warmer regions, shorter season)",Fruit
Austria,Cabbage,"Loamy, well-drained",15 to 25,Summer/Autumn,Vegetable
Austria,Onion,Sandy loam,15 to 25,Summer,Bulb Vegetable
Austria,Garlic,"Loamy, well-drained",10 to 20,Summer,Bulb Vegetable
Austria,Eggplant,"Loamy, well-drained",22 to 30,Summer (Open field); Year-round (Greenhouse),Vegetable
Austria,Apple,"Loamy, well-drained",15 to 25,Autumn,Fruit
Austria,Pear,"Loamy, well-drained",15 to 25,Autumn,Fruit
Austria,Grape,"Well-drained, varied",20 to 30,Autumn,Fruit
Austria,Peach,"Loamy, well-drained",20 to 30,Summer,Fruit
Austria,Plum,"Loamy, well-drained",15 to 28,Summer,Fruit
Austria,Cherry,"Loamy, well-drained",10 to 25,Summer,Fruit
Austria,Strawberry,"Loamy, well-drained",15 to 25,Late Spring/Summer,Berry
Austria,Raspberry,"Loamy, well-drained",15 to 25,Summer,Berry
Austria,Blueberry,"Acidic, well-drained",10 to 25,Summer,Berry
Austria,Currant,"Loamy, well-drained",10 to 20,Summer,Berry
Austria,Gooseberry,"Loamy, well-drained",10 to 20,Summer,Berry
Austria,Walnut,"Deep, well-drained loamy",10 to 25,Autumn,Nut
Austria,Hazelnut,"Well-drained, sandy loam",10 to 25,Autumn,Nut
Austria,Chili Pepper,Sandy loam,20 to 30,Summer (Open field); Year-round (Greenhouse),Vegetable
Austria,Spinach,"Loamy, well-drained",10 to 20,Spring/Autumn,Leafy Green
Austria,Celery,"Loamy, rich",15 to 25,Spring/Autumn,Vegetable
Austria,Radish,"Loamy, well-drained",10 to 20,Spring/Autumn,Root Vegetable
Austria,Turnip,"Loamy, well-drained",10 to 20,Spring/Autumn,Root Vegetable
Austria,Beetroot,"Loamy, well-drained",15 to 25,Summer/Autumn,Root Vegetable
Austria,Zucchini,"Loamy, well-drained",20 to 30,Summer,Vegetable
Austria,Broccoli,"Loamy, well-drained",15 to 25,Spring/Autumn,Vegetable
Austria,Cauliflower,"Loamy, well-drained",15 to 25,Spring/Autumn,Vegetable
Austria,Kale,"Loamy, well-drained",10 to 20,Spring/Autumn,Vegetable
Austria,Parsley,"Loamy, well-drained",10 to 25,Spring/Summer/Autumn,Herb
Austria,Basil,"Loamy, well-drained",20 to 30,Summer,Herb
Austria,Thyme,"Loamy, well-drained",15 to 25,Spring/Summer,Herb
Austria,Rosemary,"Loamy, well-drained",15 to 25,Year-round (Hardy varieties),Herb
Austria,Mint,"Loamy, well-drained",15 to 25,Spring/Summer,Herb
Austria,Dill,"Loamy, well-drained",10 to 20,Spring/Summer,Herb
Austria,Mustard Greens,"Loamy, well-drained",10 to 20,Spring/Autumn,Leafy Green
Azerbaijan,Wheat,"Chernozem, Brown soils",10 to 25,"Summer (Winter Wheat: Plant Autumn, Harvest Summer)",Cereal
Azerbaijan,Maize (Corn),"Loamy, well-drained",20 to 30,Summer (Planting Spring),Cereal
Azerbaijan,Barley,"Loamy, well-drained",10 to 25,Summer (Planting Spring/Autumn),Cereal
Azerbaijan,Oats,"Loamy, well-drained",10 to 20,Summer (Planting Spring),Cereal
Azerbaijan,Rice,"Clayey, irrigated",22 to 32,Summer (Mugan Plain),Cereal
Azerbaijan,Potato,"Loamy, well-drained",15 to 25,Summer/Autumn,Tuber Vegetable
Azerbaijan,Tomato,"Loamy, well-drained",20 to 30,Summer,Vegetable
Azerbaijan,Cucumber,"Loamy, well-drained",20 to 30,Summer,Vegetable
Azerbaijan,Sweet Pepper,"Loamy, well-drained",20 to 30,Summer,Vegetable
Azerbaijan,Eggplant,"Loamy, well-drained",22 to 32,Summer,Vegetable
Azerbaijan,Cabbage,"Loamy, well-drained",15 to 25,Summer/Autumn,Vegetable
Azerbaijan,Carrot,Sandy loam,15 to 25,Spring/Summer/Autumn,Root Vegetable
Azerbaijan,Onion,Sandy loam,15 to 25,Summer,Bulb Vegetable
Azerbaijan,Garlic,"Loamy, well-drained",10 to 20,Summer,Bulb Vegetable
Azerbaijan,Lettuce,"Loamy, well-drained",10 to 20,Spring/Autumn,Leafy Green
Azerbaijan,Spinach,"Loamy, well-drained",10 to 20,Spring/Autumn,Leafy Green
Azerbaijan,Pumpkin,"Loamy, well-drained",20 to 30,Summer/Autumn,Vegetable
Azerbaijan,Watermelon,Sandy loam,25 to 35,Summer,Fruit
Azerbaijan,Melon,Sandy loam,25 to 35,Summer,Fruit
Azerbaijan,Apple,"Loamy, well-drained",15 to 25,Autumn,Fruit
Azerbaijan,Pear,"Loamy, well-drained",15 to 25,Autumn,Fruit
Azerbaijan,Grape,"Well-drained, varied",20 to 30,Autumn,Fruit
Azerbaijan,Peach,"Loamy, well-drained",20 to 30,Summer,Fruit
Azerbaijan,Plum,"Loamy, well-drained",15 to 28,Summer,Fruit
Azerbaijan,Cherry,"Loamy, well-drained",10 to 25,Summer,Fruit
Azerbaijan,Apricot,"Loamy, well-drained",15 to 30,Summer,Fruit
Azerbaijan,Fig,"Well-drained, tolerates poor soils",20 to 35,Summer/Autumn,Fruit
Azerbaijan,Pomegranate,"Loamy, well-drained",20 to 35,Autumn,Fruit
Azerbaijan,Quince,"Loamy, well-drained",15 to 25,Autumn,Fruit
Azerbaijan,Persimmon,"Loamy, well-drained",15 to 28,Autumn/Winter,Fruit
Azerbaijan,Raspberry,"Loamy, well-drained",15 to 25,Summer,Berry
Azerbaijan,Strawberry,"Loamy, well-drained",15 to 25,Late Spring/Summer,Berry
Azerbaijan,Walnut,"Deep, well-drained",10 to 25,Autumn,Nut
Azerbaijan,Hazelnut,"Well-drained, sandy loam",10 to 25,Autumn,Nut
Azerbaijan,Almond,"Well-drained, stony",15 to 30,Autumn,Nut
Azerbaijan,Tea,"Acidic, well-drained",20 to 30,Year-round (Subtropical regions),Cash Crop
Azerbaijan,Tobacco,"Loamy, well-drained",20 to 30,Summer,Cash Crop
Azerbaijan,Cotton,"Clay loam, well-drained",25 to 35,Summer/Autumn,Cash Crop
Azerbaijan,Sugar Beet,"Loamy, deep",15 to 25,Autumn,Root Crop
Azerbaijan,Soybean,"Loamy, well-drained",20 to 28,Summer,Legume
Azerbaijan,Groundnut,Sandy loam,20 to 30,Summer,Legume
Azerbaijan,Chili Pepper,Sandy loam,20 to 30,Summer,Vegetable
Azerbaijan,Zucchini,"Loamy, well-drained",20 to 30,Summer,Vegetable
Azerbaijan,Broccoli,"Loamy, well-drained",15 to 25,Spring/Autumn,Vegetable
Azerbaijan,Cauliflower,"Loamy, well-drained",15 to 25,Spring/Autumn,Vegetable
Azerbaijan,Kale,"Loamy, well-drained",10 to 20,Spring/Autumn,Vegetable
Azerbaijan,Parsley,"Loamy, well-drained",10 to 25,Spring/Summer/Autumn,Herb
Azerbaijan,Basil,"Loamy, well-drained",20 to 30,Summer,Herb
Azerbaijan,Thyme,"Loamy, well-drained",15 to 25,Spring/Summer,Herb
Azerbaijan,Rosemary,"Loamy, well-drained",15 to 25,Year-round,Herb
Azerbaijan,Mint,"Loamy, well-drained",15 to 25,Spring/Summer,Herb
Azerbaijan,Dill,"Loamy, well-drained",10 to 20,Spring/Summer,Herb
Bahamas,Tomato,"Loamy, well-drained",20 to 30,Dry Season / Year-round,Vegetable
Bahamas,Cucumber,"Loamy, well-drained",20 to 30,Wet/Dry Season / Year-round,Vegetable
Bahamas,Sweet Pepper,"Loamy, well-drained",20 to 30,Wet/Dry Season / Year-round,Vegetable
Bahamas,Lettuce,"Loamy, well-drained",18 to 28,Cooler Dry Season,Vegetable
Bahamas,Carrot,"Loamy, well-drained",18 to 28,Cooler Dry Season,Root Vegetable
Bahamas,Pumpkin,"Loamy, well-drained",22 to 32,Wet Season,Vegetable
Bahamas,Watermelon,Sandy loam,25 to 35,Dry Season / Year-round,Fruit
Bahamas,Cabbage,"Loamy, well-drained",18 to 28,Cooler Dry Season,Vegetable
Bahamas,Onion,Sandy loam,20 to 30,Dry Season / Year-round,Bulb Vegetable
Bahamas,Garlic,"Loamy, well-drained",18 to 28,Cooler Dry Season,Bulb Vegetable
Bahamas,Eggplant,"Loamy, well-drained",22 to 32,Wet/Dry Season / Year-round,Vegetable
Bahamas,Okra,"Loamy, well-drained",22 to 32,Wet/Dry Season / Year-round,Vegetable
Bahamas,Beans (e.g. Green),"Loamy, well-drained",20 to 30,Wet/Dry Season / Year-round,Pulse/Vegetable
Bahamas,Peas (e.g. Pigeon),"Loamy, well-drained",20 to 30,Wet/Dry Season / Year-round,Pulse
Bahamas,Corn,"Loamy, well-drained",20 to 30,Wet Season,Cereal
Bahamas,Sweet Potato,Sandy loam,20 to 30,Wet/Dry Season / Year-round,Root
Bahamas,Yam,"Loamy, well-drained",22 to 32,Wet Season,Root
Bahamas,Cassava,Sandy loam,22 to 32,Year-round (harvest as needed),Root
Bahamas,Banana,"Loamy, rich",25 to 35,Year-round,Fruit
Bahamas,Plantain,"Loamy, rich",25 to 35,Year-round,Fruit
Bahamas,Pineapple,Sandy loam,20 to 30,Year-round (multiple harvest),Fruit
Bahamas,Mango,"Loamy, well-drained",25 to 35,Wet Season (harvest),Fruit
Bahamas,Papaya,"Loamy, well-drained",25 to 35,Year-round,Fruit
Bahamas,Avocado,"Loamy, well-drained",20 to 30,Year-round (multiple harvest),Fruit
Bahamas,Guava,"Loamy, well-drained",20 to 30,Year-round,Fruit
Bahamas,Soursop,"Loamy, well-drained",20 to 30,Year-round,Fruit
Bahamas,Lime,"Loamy, well-drained",20 to 30,Year-round,Fruit
Bahamas,Lemon,"Loamy, well-drained",20 to 30,Year-round,Fruit
Bahamas,Orange,"Loamy, well-drained",20 to 30,Year-round,Fruit
Bahamas,Grapefruit,"Loamy, well-drained",20 to 30,Year-round,Fruit
Bahamas,Coconut,"Sandy, well-drained",25 to 35,Year-round,Fruit
Bahamas,Breadfruit,"Loamy, well-drained",22 to 32,Year-round,Fruit
Bahamas,Tamarind,"Loamy, well-drained",25 to 35,Dry Season (harvest),Fruit
Bahamas,Sugarcane,"Clay loam, well-drained",25 to 35,Year-round (harvest specific),Cash Crop
Bahamas,Cotton,"Clay loam, well-drained",25 to 35,Wet Season,Cash Crop
Bahamas,Sorghum,"Loamy, well-drained",25 to 35,Wet Season,Cereal
Bahamas,Millet,"Loamy, well-drained",25 to 35,Wet Season,Cereal
Bahamas,Rice,"Clayey, aquatic",25 to 35,Wet Season,Cereal
Bahamas,Soybean,"Loamy, well-drained",20 to 30,Wet Season,Legume
Bahamas,Groundnut,Sandy loam,25 to 30,Dry Season,Legume
Bahamas,Chili Pepper,Sandy loam,22 to 32,Wet/Dry Season / Year-round,Vegetable
Bahamas,Spinach (Tropical),"Loamy, rich",20 to 30,Year-round,Leafy Green
Bahamas,Celery,"Loamy, rich",18 to 28,Cooler Dry Season,Vegetable
Bahamas,Radish,"Loamy, well-drained",18 to 28,Cooler Dry Season,Root Vegetable
Bahamas,Turnip,"Loamy, well-drained",18 to 28,Cooler Dry Season,Root Vegetable
Bahamas,Beetroot,"Loamy, well-drained",18 to 28,Cooler Dry Season,Root Vegetable
Bahamas,Zucchini,"Loamy, well-drained",20 to 30,Wet/Dry Season / Year-round,Vegetable
Bahamas,Broccoli,"Loamy, well-drained",18 to 25,Cooler Dry Season,Vegetable
Bahamas,Cauliflower,"Loamy, well-drained",18 to 25,Cooler Dry Season,Vegetable
Bahamas,Kale,"Loamy, well-drained",18 to 28,Cooler Dry Season,Vegetable
Bahamas,Parsley,"Loamy, well-drained",18 to 28,Year-round,Herb
Bahamas,Basil,"Loamy, well-drained",20 to 30,Year-round,Herb
Bahamas,Thyme,"Loamy, well-drained",20 to 30,Year-round,Herb
Bahamas,Rosemary,"Loamy, well-drained",20 to 30,Year-round,Herb
Bahamas,Mint,"Loamy, well-drained",20 to 30,Year-round,Herb
Bahamas,Dill,"Loamy, well-drained",18 to 28,Year-round,Herb
Bahamas,Mustard Greens,"Loamy, well-drained",18 to 28,Year-round,Leafy Green
Bahamas,Lemongrass,"Loamy, well-drained",25 to 35,Year-round,Herb
Bahamas,Turmeric,"Loamy, well-drained",25 to 35,Wet Season,Spice
Bahamas,Ginger,"Loamy, well-drained",25 to 35,Wet Season,Spice
Bahrain,Date Palm,"Sandy, tolerates saline",30 to 45,Summer/Autumn,Fruit
Bahrain,Alfalfa,"Sandy, irrigated",25 to 40,Year-round (Fodder),Fodder
Bahrain,Tomato,"Sandy loam, irrigated",20 to 35,Winter/Spring,Vegetable
Bahrain,Cucumber,"Sandy loam, irrigated",20 to 35,Winter/Spring,Vegetable
Bahrain,Sweet Pepper,"Sandy loam, irrigated",20 to 35,Winter/Spring,Vegetable
Bahrain,Lettuce,"Sandy loam, irrigated",15 to 25,Winter,Vegetable
Bahrain,Carrot,"Sandy loam, irrigated",15 to 25,Winter,Root Vegetable
Bahrain,Pumpkin,"Sandy loam, irrigated",25 to 40,Spring/Summer,Vegetable
Bahrain,Watermelon,"Sandy, irrigated",25 to 40,Spring/Summer,Fruit
Bahrain,Cabbage,"Sandy loam, irrigated",15 to 25,Winter,Vegetable
Bahrain,Onion,"Sandy loam, irrigated",20 to 30,Winter/Spring,Bulb Vegetable
Bahrain,Garlic,"Sandy loam, irrigated",15 to 25,Winter,Bulb Vegetable
Bahrain,Eggplant,"Sandy loam, irrigated",20 to 35,Winter/Spring,Vegetable
Bahrain,Okra,"Sandy loam, irrigated",25 to 40,Spring/Summer,Vegetable
Bahrain,Beans,"Sandy loam, irrigated",20 to 30,Winter/Spring,Pulse/Vegetable
Bahrain,Corn,"Sandy loam, irrigated",25 to 40,Spring/Summer,Cereal
Bahrain,Sweet Potato,"Sandy loam, irrigated",20 to 35,Winter/Spring,Root
Bahrain,Mango,"Loamy, irrigated",25 to 40,Spring/Summer (limited),Fruit
Bahrain,Papaya,"Loamy, irrigated",25 to 40,Year-round (limited),Fruit
Bahrain,Lemon,"Loamy, irrigated",20 to 35,Year-round,Fruit
Bahrain,Lime,"Loamy, irrigated",20 to 35,Year-round,Fruit
Bahrain,Grapefruit,"Loamy, irrigated",20 to 35,Winter/Spring,Fruit
Bahrain,"Herbs (Basil, Mint, Parsley, etc.)","Sandy loam, irrigated",15 to 30,Year-round (protected in summer),Herb
Bangladesh,Rice,"Clayey, irrigated/flooded",25 to 35,"Monsoon (Aman), Dry (Boro), Pre-Monsoon (Aus)",Cereal
Bangladesh,Wheat,"Loamy, well-drained",18 to 28,Winter (Dry Season),Cereal
Bangladesh,Maize (Corn),"Loamy, well-drained",20 to 30,Monsoon/Winter,Cereal
Bangladesh,Jute,"Clayey, fertile",25 to 35,Monsoon (Wet Season),Fiber Crop
Bangladesh,Sugarcane,"Clay loam, well-drained",25 to 35,Year-round (Harvest Winter/Spring),Cash Crop
Bangladesh,Tea,"Loamy, acidic",20 to 30,"Year-round (Hilly, High Rainfall)",Cash Crop
Bangladesh,Potato,"Loamy, well-drained",15 to 25,Winter,Tuber Vegetable
Bangladesh,Tomato,"Loamy, well-drained",20 to 30,Winter,Vegetable
